Series Name,Series Code,Country Name,Country Code,1990,2000,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,1.393044138,1.7700933,0.896230871,0.855564799,0.870039642,0.888918593,0.88447903,0.849324982,0.81751772,0.705573415,0.53599943,0.585013505
Population growth (annual %),SP.POP.GROW,Czechia,CZE,-0.267830773,-0.280414108,0.033169946,0.105277582,0.196588748,0.192048416,0.265642664,0.334427262,0.393788864,0.243222682,-1.81187141,0.19305017
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.16245632,0.334233619,0.416901361,0.507053283,0.70642385,0.780392644,0.643350904,0.495838926,0.358130916,0.291641177,0.433414489,0.787502465
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,10.21924103,3.101649749,1.812671319,1.768063846,1.721247739,1.675509258,1.645014013,1.617728543,1.576239752,1.493639579,1.40284751,1.373715349
Population growth (annual %),SP.POP.GROW,Dominica,DMA,-0.70847015,-0.513704758,-0.100212779,0.798904314,0.91263243,0.097086,0.466977884,0.594793081,0.850614263,0.790672283,0.577535935,0.447816441
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,2.111788867,1.526878889,1.249960981,1.223783405,1.196044004,1.163320183,1.130145929,1.10483768,1.074974829,1.076552247,1.068926667,0.992978305
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,2.32006287,1.71308817,1.532423238,1.483598602,1.479835238,1.493389873,1.553356266,1.890909307,1.909683263,1.401904626,1.182063375,1.135599752
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.564808557,2.071834706,2.315707504,2.34379305,2.205259807,2.086302846,1.989768495,1.898930768,1.794002125,1.733129572,1.658383679,1.56907383
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,1.811554781,0.582883768,0.394479107,0.385376456,0.346286118,0.311563471,0.257949947,0.15447668,0.061720733,0.19906237,0.340068122,0.351368234
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,3.74870611,4.470575159,4.128045467,4.036743237,3.920785477,3.784566151,3.633654843,3.481607477,3.335036794,2.732269498,2.378494519,2.44420929
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,2.24976452,1.532995431,1.336750621,0.817492474,0.497672572,0.754064581,0.935971649,1.415949601,1.539273546,1.617399943,1.796101337,1.74475946
Population growth (annual %),SP.POP.GROW,Estonia,EST,0.066490191,0.483707162,-0.355891803,-0.262256175,0.06555253,0.029112226,0.121070631,0.348039138,0.371554389,0.197559185,0.105996956,1.034205877
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,3.340741382,1.183692988,0.61665942,0.672496412,0.714313722,0.754508381,0.773005801,0.781899444,0.788402228,0.939644436,0.979052258,0.785236419
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,3.576541494,2.958805189,2.749620707,2.705428113,2.695393167,2.716053972,2.721331426,2.673321021,2.656010133,2.654859156,2.604319283,2.542089203
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,-0.023165454,1.005918478,0.053713461,0.097024253,0.721624003,1.39145416,1.463978819,1.433043252,1.414731885,1.410260077,0.900256783,0.379320886
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.994899826,1.097520514,0.262426487,0.23039759,0.178965106,0.127589743,0.070534838,-0.0025027,-0.057797147,0.21284622,0.453976646,0.55609146
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.443382074,0.207606515,0.460723773,0.413560208,0.329383886,0.287421402,0.234670532,0.132641041,0.11019169,0.143641197,0.207288594,0.285874176
Population growth (annual %),SP.POP.GROW,France,FRA,0.480817154,0.686782587,0.516539661,0.468246342,0.35556924,0.263868789,0.290202116,0.358494582,0.341374143,0.271350508,0.263854757,0.274205279
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,2.163566652,1.649868262,0.503989818,0.637131095,0.658118801,0.599323883,0.648229492,0.727084625,0.706823206,0.732338552,0.69708774,0.736349223
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2.734740583,2.559793886,3.505157393,3.341104101,3.086916384,2.804212109,2.555918598,2.391355225,2.289855365,2.195637043,2.097988103,2.021687102
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,4.008088142,2.896423343,3.051205871,2.974334485,2.886819384,2.804045746,2.723485349,2.641376345,2.582686766,2.56215325,2.52879318,2.472147488
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.027068389,-1.944629157,-0.300972141,0.0469539,0.157481405,0.059816599,0.013386075,-0.039036546,-0.17156574,0.068656249,-0.379636607,0.104889951
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.861969449,0.1354316,0.272900215,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.225519874,0.081693159,0.042327057,1.056627141
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.587307512,2.516518739,2.452427256,2.407644892,2.364269759,2.339383259,2.234945429,2.122679766,2.088931184,2.066268801,2.00774487,1.938982944
